time	radps
8,93437	46,14651
8,93740	43,94739
8,94057	44,83751
8,94407	45,08185
8,94709	44,05211
8,95047	47,00172
8,95368	43,37143
8,95685	46,05924
8,95980	43,94739
8,96275	45,46583
8,96591	44,88987
8,96893	45,48328
8,97198	44,83751
8,97529	44,90732
8,97827	44,47099
8,98137	45,29129
8,98476	44,62807
8,98802	45,39601
8,99112	45,01204
8,99413	43,63323
8,99735	46,33849
9,00064	43,17945
9,00370	47,26352
9,00680	43,44125
9,00977	46,33849
9,01306	44,31391
9,01613	45,72763
9,01920	46,44321
9,02222	44,47099
9,02529	46,65265
9,02856	43,96484
9,03168	46,61774
9,03470	44,47099
9,03778	46,42576
9,04090	44,97713
9,04422	45,74508
9,04772	44,83751
9,05074	45,81489
9,05376	45,01204
9,05687	45,84980
9,06001	44,76770
9,06299	44,95968
9,06608	45,74508
9,06915	44,24410
9,07263	47,01917
9,07592	43,56342
9,07935	47,07153
9,08250	44,24410
9,08550	45,27384
9,08861	46,80973
9,09175	44,66298
9,09499	46,84464
9,09794	44,08702
9,10101	46,58284
9,10443	44,85496
9,10772	46,51302
9,11078	45,34365
9,11382	45,60545
9,11685	45,15167
9,11996	45,93707
9,12307	45,36111
9,12632	45,86725
9,12945	45,43092
9,13254	44,43608
9,13603	46,82718
9,13936	43,96484
9,14276	47,71730
9,14591	44,76770
9,14889	45,34365
9,15183	46,87954
9,15501	44,62807
9,15806	47,80457
9,16144	44,50590
9,16448	47,19370
9,16750	45,04695
9,17076	46,80973
9,17388	45,93707
9,17694	46,25123
9,17996	46,04179
9,18311	46,00688
9,18621	45,79744
9,18936	45,98943
9,19240	46,30359
9,19548	45,41347
9,19868	46,65265
9,20162	44,24410
9,20453	47,66494
9,20734	44,31391
9,21007	47,85693
9,21283	44,27900
9,21560	47,35078
9,21841	44,43608
9,22122	47,54277
9,22404	44,85496
9,22688	47,47296
9,22963	45,02949
9,23228	46,82718
9,23500	45,04695
9,23774	47,10644
9,24036	45,36111
9,24318	47,07153
9,24592	45,67527
9,24869	46,58284
9,25158	45,81489
9,25440	46,25123
9,25726	45,93707
9,26027	46,58284
9,26332	45,69272
9,26670	46,56538
9,26999	44,57571
9,27320	47,94419
9,27625	45,02949
9,27938	46,96681
9,28255	46,14651
9,28582	45,57055
9,28897	47,68240
9,29199	44,90732
9,29500	48,17109
9,29833	45,60545
9,30175	47,07153
9,30478	46,30359
9,30783	46,32104
9,31090	47,33333
9,31404	46,23377
9,31746	46,94936
9,32065	46,00688
9,32370	47,15880
9,32707	45,60545
9,33021	47,64749
9,33325	45,60545
9,33629	46,44321
9,33937	46,82718
9,34245	45,43092
9,34566	48,18854
9,34888	44,90732
9,35199	47,87438
9,35533	45,60545
9,35859	46,82718
9,36199	47,56022
9,36520	45,60545
9,36818	47,49041
9,37125	45,91961
9,37433	47,47296
9,37750	46,65265
9,38062	47,10644
9,38393	46,53048
9,38692	46,72246
9,39012	46,77482
9,39335	46,37340
9,39666	47,56022
9,39980	45,43092
9,40280	47,73476
9,40590	45,57055
9,40901	47,10644
9,41193	47,26352
9,41511	45,74508
9,41836	47,99655
9,42143	45,15167
9,42456	48,32817
9,42821	46,25123
9,43130	47,45550
9,43430	47,94419
9,43743	46,11160
9,44050	47,92674
9,44380	46,68756
9,44741	48,04891
9,45049	46,77482
9,45387	47,36824
9,45741	46,91445
9,46071	46,68756
9,46381	48,17109
9,46682	45,93707
9,46994	47,71730
9,47312	46,32104
9,47619	46,75737
9,47927	48,18854
9,48238	45,69272
9,48601	48,55506
9,48944	45,69272
9,49268	47,36824
9,49570	48,55506
9,49871	46,32104
9,50181	48,06637
9,50501	46,42576
9,50838	48,04891
9,51133	47,33333
9,51489	47,22861
9,51823	47,15880
9,52182	46,89700
9,52506	47,85693
9,52824	46,61774
9,53128	47,80457
9,53435	46,94936
9,53759	46,00688
9,54070	48,36307
9,54373	45,93707
9,54727	48,81686
9,55085	46,26868
9,55430	46,94936
9,55745	48,93903
9,56058	46,72246
9,56367	48,29326
9,56694	47,90929
9,57008	47,10644
9,57335	48,38053
9,57645	47,28097
9,58003	48,55506
9,58314	47,28097
9,58647	48,03146
9,58959	47,33333
9,59269	47,33333
9,59573	48,22345
9,59897	46,61774
9,60229	48,64233
9,60527	46,37340
9,60873	47,59513
9,61222	48,31071
9,61531	46,25123
9,61854	48,64233
9,62167	47,10644
9,62474	47,54277
9,62776	48,88667
9,63093	46,96681
9,63399	48,57251
9,63698	47,10644
9,64021	48,52015
9,64331	47,83947
9,64682	47,99655
9,65004	47,61258
9,65331	47,45550
9,65642	48,32817
9,65951	47,00172
9,66270	48,79941
9,66583	47,00172
9,66936	47,35078
9,67300	48,38053
9,67646	46,58284
9,68017	48,32817
9,68327	48,81686
9,68626	46,70501
9,68939	48,99139
9,69259	48,11873
9,69620	48,24090
9,69931	48,76450
9,70243	47,40314
9,70600	48,88667
9,70933	48,17109
9,71291	48,24090
9,71596	48,25835
9,71898	47,59513
9,72207	48,88667
9,72527	47,54277
9,72883	49,06121
9,73196	47,73476
9,73528	46,80973
9,73886	49,67207
9,74207	47,35078
9,74535	47,54277
9,74858	49,20083
9,75183	46,96681
9,75521	49,06121
9,75845	48,88667
9,76192	47,78711
9,76522	49,00885
9,76875	47,83947
9,77237	48,57251
9,77553	49,00885
9,77866	48,04891
9,78177	48,71214
9,78493	47,68240
9,78812	48,95649
9,79176	48,45034
9,79490	47,97910
9,79793	49,35791
9,80139	47,15880
9,80493	48,76450
9,80824	49,53244
9,81150	47,10644
9,81474	49,06121
9,81795	48,83431
9,82146	47,87438
9,82457	49,84660
9,82752	48,45034
9,83074	48,64233
9,83392	48,83431
9,83742	48,57251
9,84069	49,44518
9,84377	48,38053
9,84684	49,14847
9,84989	48,31071
9,85307	48,93903
9,85623	48,81686
9,85991	47,92674
9,86301	49,58480
9,86632	48,17109
9,86937	48,29326
9,87233	50,12586
9,87536	47,47296
9,87842	49,54990
9,88149	48,13618
9,88482	48,88667
9,88812	49,72443
9,89117	48,31071
9,89457	49,34046
9,89769	48,55506
9,90070	49,00885
9,90392	49,44518
9,90709	48,79941
9,91019	49,16593
9,91336	48,11873
9,91667	49,63716
9,91995	48,48525
9,92306	48,90413
9,92611	49,41027
9,92968	47,42060
9,93277	50,05604
9,93587	49,35791
9,93908	48,11873
9,94223	50,09095
9,94527	48,03146
9,94850	49,72443
9,95169	49,77679
9,95492	48,81686
9,95821	49,72443
9,96172	48,71214
9,96517	49,70698
9,96836	49,79424
9,97149	49,06121
9,97456	49,53244
9,97762	48,71214
9,98067	49,84660
9,98433	49,09611
9,98777	49,07866
9,99099	49,98623
9,99416	48,38053
9,99772	48,90413
10,00083	50,47492
