[	6.9999999999999996e-01	1.1270059892448847e-01	]
[	7.1999999999999997e-01	1.0071560465287963e-01	]
[	7.3999999999999999e-01	9.2062181869111540e-02	]
[	7.6000000000000001e-01	7.6559570968108184e-02	]
[	7.8000000000000003e-01	5.7322881410612536e-02	]
[	8.0000000000000004e-01	3.7972604038857327e-02	]
[	8.1999999999999995e-01	2.6029107397692795e-02	]
[	8.4000000000000008e-01	2.1825513724190622e-02	]
[	8.6000000000000010e-01	-2.0424716999300666e-02	]
[	8.8000000000000000e-01	-6.4835405633996554e-03	]
[	8.9999999999999991e-01	-4.2614087655736738e-02	]
[	9.1999999999999993e-01	-4.0674212918881063e-02	]
[	9.4000000000000006e-01	-5.8182569535164347e-02	]
[	9.5999999999999996e-01	-7.7721940302134071e-02	]
[	9.7999999999999998e-01	-8.7848265586009999e-02	]
[	1.0000000000000000e+00	-9.3910628568240395e-02	]
[	1.0200000000000000e+00	-1.2153705193304699e-01	]
[	1.0400000000000000e+00	-1.2194686100249044e-01	]
[	1.0600000000000001e+00	-1.2240493722782912e-01	]
[	1.0800000000000001e+00	-1.4283355781899454e-01	]
[	1.0999999999999999e+00	-1.2780372540903179e-01	]
[	1.1200000000000001e+00	-1.2470666749106095e-01	]
[	1.1400000000000001e+00	-1.1928979269355094e-01	]
[	1.1599999999999999e+00	-2.4936720975094917e-02	]
[	1.1799999999999999e+00	-1.0012089442243075e-01	]
[	1.2000000000000002e+00	-1.2749048883153233e-01	]
[	1.2200000000000000e+00	-6.0990240767431085e-02	]
[	1.2400000000000000e+00	-3.6431977151662270e-02	]
[	1.2600000000000000e+00	-3.4775443102117796e-02	]
[	1.2800000000000000e+00	-7.3387172683236470e-03	]
[	1.3000000000000000e+00	-3.7061325660163575e-03	]
[	1.3200000000000001e+00	8.1903853218551325e-03	]
[	1.3399999999999999e+00	1.7895260470667855e-02	]
[	1.3599999999999999e+00	2.1183148136806967e-02	]
[	1.3800000000000001e+00	4.7881647649815090e-02	]
[	1.3999999999999999e+00	4.7796987800981315e-02	]
[	1.4199999999999999e+00	6.3185231680576187e-02	]
[	1.4399999999999999e+00	7.9774003722389547e-02	]
[	1.4600000000000000e+00	1.0253877663923772e-01	]
[	1.4800000000000000e+00	1.1751177326255061e-01	]
[	1.5000000000000000e+00	1.2871599557505839e-01	]
[	1.5200000000000000e+00	1.3466241009476426e-01	]
[	1.5400000000000000e+00	1.4865592648533157e-01	]
[	1.5600000000000001e+00	1.5097075805909257e-01	]
[	1.5799999999999998e+00	1.3923103837995549e-01	]
[	1.6000000000000001e+00	1.7868194142656971e-01	]
[	1.6200000000000001e+00	1.5430502256167189e-01	]
[	1.6399999999999999e+00	7.8701856357076466e-02	]
[	1.6600000000000001e+00	-1.7210531424281320e-02	]
[	1.6800000000000002e+00	4.2172567148734165e-02	]
[	1.7000000000000000e+00	2.8623266338308976e-02	]
[	1.7200000000000002e+00	1.1686429717008069e-02	]
[	1.7399999999999998e+00	1.5293737322085927e-02	]
[	1.7600000000000000e+00	-2.6123808544917413e-03	]
[	1.7800000000000002e+00	-1.2160408433586076e-04	]
[	1.7999999999999998e+00	-3.5590090144158766e-03	]
[	1.8200000000000001e+00	-8.6417843750599445e-03	]
[	1.8399999999999999e+00	-9.4790372058677821e-03	]
[	1.8599999999999999e+00	-1.6833706307985488e-02	]
[	1.8800000000000001e+00	-3.6154890266567971e-02	]
[	1.8999999999999999e+00	-4.2001997407854680e-02	]
[	1.9199999999999999e+00	-6.2568563930776061e-02	]
[	1.9399999999999999e+00	-8.0049225553800937e-02	]
[	1.9600000000000000e+00	-1.1316887525024591e-01	]
[	1.9800000000000000e+00	-1.4228006397065129e-01	]
[	2.0000000000000000e+00	-1.4958812053516388e-01	]
[	2.0200000000000000e+00	-1.7756065793026621e-01	]
[	2.0400000000000000e+00	-1.7819782777121423e-01	]
[	2.0600000000000001e+00	-2.0936227917370229e-01	]
[	2.0800000000000001e+00	-1.5365687409316070e-01	]
[	2.0999999999999996e+00	-2.2538858535858333e-01	]
[	2.1200000000000001e+00	-2.2956520819565168e-01	]
[	2.1400000000000001e+00	-6.9395036243966743e-02	]
[	2.1600000000000001e+00	2.4939734748154935e-01	]
[	2.1800000000000002e+00	-1.6398131738970818e-02	]
[	2.1999999999999997e+00	-5.4548242267336280e-03	]
[	2.2199999999999998e+00	3.4709398692507817e-03	]
[	2.2400000000000002e+00	6.9140594216471800e-03	]
[	2.2599999999999998e+00	1.8961195913357234e-03	]
[	2.2800000000000002e+00	1.4862638941923706e-03	]
[	2.3000000000000003e+00	-6.3815444419988657e-03	]
[	2.3199999999999998e+00	-1.9100415004197603e-02	]
[	2.3399999999999999e+00	-1.6699490577617205e-02	]
[	2.3599999999999999e+00	-3.2984669017163119e-02	]
[	2.3799999999999999e+00	-2.1981912969317095e-02	]
[	2.4000000000000004e+00	-3.1232616722421197e-02	]
[	2.4199999999999999e+00	-3.1256948616837262e-02	]
[	2.4399999999999999e+00	-8.6060960386640326e-03	]
[	2.4600000000000000e+00	-2.0730718875290508e-03	]
[	2.4800000000000000e+00	3.4668102457781076e-02	]
[	2.5000000000000000e+00	6.9987515465277289e-02	]
[	2.5200000000000000e+00	1.1281191429173157e-01	]
[	2.5400000000000000e+00	1.5500707141634984e-01	]
[	2.5600000000000001e+00	2.0770098252878039e-01	]
[	2.5800000000000001e+00	2.5556550498938990e-01	]
[	2.6000000000000001e+00	2.5863965642630810e-01	]
[	2.6200000000000001e+00	3.6175999649489621e-01	]
[	2.6400000000000001e+00	3.9693057475199867e-01	]
[	2.6600000000000001e+00	-1.3008855980973575e-02	]
[	2.6799999999999997e+00	4.0599534486513697e-02	]
[	2.7000000000000002e+00	1.8884095707465520e-01	]
[	2.7199999999999998e+00	1.2684741031048500e-02	]
[	2.7400000000000002e+00	-7.3227115812955962e-02	]
[	2.7600000000000002e+00	-1.6761467437964861e-01	]
[	2.7799999999999998e+00	-1.0039544661729083e-01	]
[	2.7999999999999998e+00	-6.5537514463172505e-02	]
[	2.8199999999999998e+00	-6.3741709437237934e-02	]
[	2.8399999999999999e+00	-5.9740813199393693e-02	]
[	2.8600000000000003e+00	-5.2219247716457813e-02	]
[	2.8799999999999999e+00	-4.4851532429188969e-02	]
[	2.8999999999999999e+00	-3.6414630379509080e-02	]
[	2.9199999999999999e+00	-2.8315480185914742e-02	]
[	2.9399999999999999e+00	-1.9896596811242784e-02	]
[	2.9600000000000000e+00	-1.2406779772406045e-02	]
[	2.9800000000000000e+00	-1.8850839312815534e-01	]
[	3.0000000000000000e+00	-1.8850839312815534e-01	]
